No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
0,22,0,0,1,0,0,0,1,1,0,0,1,0,2891,1,1.0,0,672.0,0.3698483873362553,25447,1,0,0.0,0,,624.0,0.02640782803473887,1,Fair,621-630,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,2646,0,1.0,0,448.0,0.1875178485864266,32176,0,1,16370.9,0,,568.0,0.0139234211834908,1,Poor,561-570,Low (10-30%),Target (<36%),1–3%,Very High (>15K),>2500,0
0,21,0,0,1,0,0,0,0,1,1,0,0,0,2837,0,1.0,0,64.0,0.1646921428920736,28104,1,0,0.0,0,,548.0,0.002277255906632508,1,Poor,541-550,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1479,1,1.0,0,15.2,0.7019603467581916,41834,0,1,5163.9,0,,,0.0003633408232538127,1,,,High (60-100%),Target (<36%),<1%,Moderate (5K–10K),1001-1500,0
1,19,0,0,0,0,0,0,1,0,0,0,1,0,2886,1,2.0,0,70.4,0.0,42510,0,0,0.0,0,,,0.0016560809221359682,1,,,Very Low (<10%),Target (<36%),<1%,No debt,>2500,0
0,18,0,0,1,0,0,0,0,1,0,1,0,1,1155,1,0.0,0,247.2,0.3564283818982801,27398,0,0,0.0,1,,561.0,0.009022556390977442,1,Poor,561-570,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,1
0,22,0,0,1,0,0,1,0,1,0,1,0,0,1802,2,1.0,0,561.0,0.226198108749365,47396,0,0,0.0,1,,521.0,0.011836441893830704,1,Poor,521-530,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,1
1,21,0,0,0,0,0,0,0,0,0,0,1,0,2391,2,0.0,0,405.6,0.2440648996349688,27828,0,1,6827.099999999999,0,,,0.014575247951703322,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,0
1,20,0,0,1,0,0,0,0,0,0,0,0,0,224,1,2.0,0,768.0,0.0916638621764876,52619,0,0,0.0,1,50.0,,0.014595488321708889,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,<500,1
1,19,0,0,0,0,0,1,1,0,1,0,0,0,2808,0,1.0,0,444.0,0.3292173724120679,33593,1,1,10630.9,0,,,0.013217039264132409,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),>2500,0
0,24,0,0,1,0,0,1,0,1,1,1,1,0,624,3,2.0,1,542.0,0.048792120134497,52029,1,0,0.0,1,,540.0,0.010417267293240308,1,Poor,531-540,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,1
1,19,0,0,0,0,0,1,0,0,1,0,1,0,2500,2,1.0,0,774.4000000000001,0.2039666809192547,50079,0,0,0.0,0,,,0.015463567563250067,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,20,0,0,0,0,0,1,1,0,1,0,1,0,2062,1,2.0,1,1040.0,0.2774668335403044,40922,0,0,0.0,0,,680.0,0.025414202629392504,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2412,0,2.0,0,365.0,0.1235012405518347,25358,0,0,0.0,0,,503.0,0.014393879643505008,1,Poor,501-510,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,24,0,0,1,0,0,1,0,1,1,1,0,0,2733,1,0.0,0,774.0,0.3114861698192085,27015,0,0,0.0,1,,583.0,0.028650749583564686,1,Fair,581-590,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,1
1,21,0,0,0,0,0,0,0,0,0,0,0,0,2174,2,1.0,0,538.4,0.5310548387011065,20964,0,0,0.0,0,,,0.025682121732493797,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
1,22,0,0,0,0,0,0,0,0,1,0,0,0,1593,0,0.0,0,653.0,0.2589517042825349,44071,0,0,0.0,0,,,0.014816999841165392,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1466,0,0.0,0,777.0,0.1050064726562486,48117,1,0,0.0,0,,679.0,0.016148138911403456,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,23,0,0,0,0,0,1,0,0,1,0,0,0,238,0,2.0,0,66.0,0.0789850288045505,34042,0,0,0.0,0,,585.0,0.0019387815051994594,1,Fair,581-590,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
1,23,0,0,0,0,0,0,0,1,0,1,1,0,2294,0,0.0,0,17.0,0.1495684484204313,49379,1,0,0.0,0,,,0.00034427590676198386,1,,,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,18,0,0,0,0,0,1,0,0,0,0,0,1,2192,1,1.0,0,503.2000000000001,0.3450067136667298,30183,1,0,0.0,0,,,0.016671636351588647,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,19,0,0,1,0,0,0,1,1,0,0,0,0,2633,2,0.0,0,532.0,0.3959526502533148,45040,1,1,10360.7,1,,501.0,0.011811722912966251,1,Poor,501-510,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),>2500,1
0,22,0,0,0,0,0,1,0,0,0,0,0,0,1885,1,2.0,0,82.0,0.1608412445943405,37162,0,1,16138.0,0,,514.0,0.0022065550831494537,1,Poor,511-520,Low (10-30%),Target (<36%),<1%,Very High (>15K),1501-2000,0
1,20,0,0,0,0,0,0,0,0,0,0,1,1,310,1,1.0,0,472.0,0.2759194416339832,44679,0,1,10043.6,0,,,0.010564247185478636,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),<500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1117,3,2.0,0,685.6,0.6203145852136334,39399,0,1,14066.5,0,,655.0,0.017401456889768775,1,Fair,651-660,High (60-100%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,2231,2,1.0,0,247.2,0.0,34690,0,1,16962.399999999998,0,,578.0,0.007125972902853848,1,Poor,571-580,Very Low (<10%),Target (<36%),<1%,Very High (>15K),2001-2500,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2142,2,0.0,0,819.0,0.1703751477296478,24326,1,0,0.0,0,,653.0,0.033667680670887115,1,Fair,651-660,Low (10-30%),Target (<36%),3–5%,No debt,2001-2500,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,2001,1,1.0,0,57.6,0.3238110119293644,45331,0,1,16612.399999999998,0,,668.0,0.001270653636584236,1,Fair,661-670,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),2001-2500,0
0,25,0,0,0,0,0,1,0,0,0,0,0,1,2249,3,2.0,1,807.0,0.408101686051977,22768,0,1,10046.0,0,,522.0,0.035444483485593814,1,Poor,521-530,Moderate (30-60%),Target (<36%),3–5%,High (10K–15K),2001-2500,0
1,18,0,0,0,0,0,1,0,0,0,0,0,0,1828,1,2.0,0,476.0,0.5220386774410124,39052,0,1,14113.4,0,,,0.012188876369968248,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1101,0,2.0,0,24.0,0.287523610472405,21513,0,1,6757.099999999999,0,,,0.0011156045181982988,1,,,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),1001-1500,0
0,23,0,0,0,0,0,1,0,1,1,0,1,0,2736,1,0.0,0,901.0,0.5162985814187612,25404,1,1,5743.0,1,,617.0,0.035466855613289244,1,Fair,611-620,Moderate (30-60%),Target (<36%),3–5%,Moderate (5K–10K),>2500,1
1,25,0,0,0,0,0,0,1,0,0,0,0,0,154,1,1.0,0,592.0,0.0563798302777087,26055,0,0,0.0,0,,,0.02272116676261754,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,<500,0
0,20,0,0,0,0,0,0,1,0,0,0,0,0,1422,2,1.0,0,600.8000000000001,0.2424725910885816,38359,0,0,0.0,0,,656.0,0.01566255637529654,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
1,23,0,0,0,0,0,1,0,0,0,0,1,1,1130,1,2.0,0,0.0,0.38582574259307,37503,0,0,0.0,0,,,0.0,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
1,24,0,0,0,0,0,0,0,0,0,0,1,0,151,0,1.0,0,919.0,0.2804165222607716,47808,0,0,0.0,0,,,0.01922272423025435,1,,,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
0,25,0,0,0,0,0,1,0,0,0,0,0,0,546,3,1.0,0,909.0,0.3441710976980469,50487,0,1,5602.0,0,,652.0,0.01800463485649771,1,Fair,651-660,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),501-1000,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1256,2,1.0,0,761.0,0.2810347699526866,23138,0,0,0.0,0,,648.0,0.032889618808885815,1,Fair,641-650,Low (10-30%),Target (<36%),3–5%,No debt,1001-1500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0.0,0,417.6,0.2443723988133324,20479,1,0,0.0,0,,,0.02039162068460374,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,2.0,0,254.4,0.3977750427754183,42029,1,1,14268.8,0,,549.0,0.00605296343001261,1,Poor,541-550,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2635,1,2.0,0,304.0,0.2895984653065188,50505,0,0,0.0,0,,539.0,0.00601920601920602,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2763,2,2.0,0,888.0,0.4627593617601799,42975,1,1,5817.0,0,,597.0,0.020663176265270505,1,Fair,591-600,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,291,2,0.0,1,274.40000000000003,0.3255685683045697,36660,1,1,10321.5,0,,,0.007484997272231316,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),<500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2740,3,2.0,0,675.2,0.0051203811989151,28514,1,0,0.0,0,,,0.023679595987935752,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
0,18,0,0,0,0,0,1,0,0,0,0,0,0,2292,1,2.0,0,716.8000000000001,0.684015867925636,35104,0,1,16020.2,0,,585.0,0.02041932543299909,1,Fair,581-590,High (60-100%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
0,18,0,0,0,0,0,0,0,1,0,1,1,0,1790,1,0.0,1,596.0,0.04351203205381,28691,0,1,13827.1,0,,662.0,0.020773064724129518,1,Fair,661-670,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,1884,3,0.0,0,733.0,0.3182284656441592,19444,0,1,9793.0,0,,566.0,0.03769800452581773,1,Poor,561-570,Moderate (30-60%),Target (<36%),3–5%,Moderate (5K–10K),1501-2000,0
1,20,0,0,0,0,0,1,0,0,0,0,1,0,185,1,1.0,0,158.4,0.0452612323783083,29004,1,1,13365.8,0,,,0.00546131568059578,1,,,Very Low (<10%),Target (<36%),<1%,High (10K–15K),<500,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,227,0,2.0,0,317.0,0.0301507525727143,19300,0,0,0.0,0,,635.0,0.016424870466321243,1,Fair,631-640,Very Low (<10%),Target (<36%),1–3%,No debt,<500,0
1,21,0,0,0,0,0,0,0,1,0,0,0,0,2117,1,0.0,0,300.0,0.0415235312072632,29575,0,1,16052.4,0,,,0.01014370245139476,1,,,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
1,19,0,0,0,0,0,0,0,0,0,0,1,0,1447,1,0.0,0,619.2,0.1181909842686517,48119,0,0,0.0,0,,,0.01286809784076976,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
1,19,0,0,0,0,0,0,1,1,0,1,0,0,1017,0,2.0,0,709.6,0.444556740052246,27033,0,0,0.0,0,,,0.026249398882846893,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
0,22,0,0,0,0,0,1,0,0,1,0,0,0,2752,0,0.0,0,408.0,0.2597075171911409,46310,0,1,22548.0,0,,535.0,0.008810192183113798,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,Very High (>15K),>2500,0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2427,2,1.0,0,687.0,0.3488265446443359,53018,0,1,22053.0,0,,633.0,0.012957863367158323,1,Fair,631-640,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,2109,1,1.0,1,1628.0,0.0520310281005818,48176,1,0,0.0,0,,664.0,0.033792759880438394,1,Fair,661-670,Very Low (<10%),Target (<36%),3–5%,No debt,2001-2500,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1352,3,0.0,0,136.0,0.1,23434,0,1,10544.0,0,,595.0,0.005803533327643595,1,Fair,591-600,Low (10-30%),Target (<36%),<1%,High (10K–15K),1001-1500,0
1,19,0,0,0,0,0,0,0,0,1,0,0,0,2232,1,0.0,0,567.2,0.1234813201319089,32199,0,0,0.0,0,,,0.01761545389608373,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,25,0,0,1,0,0,0,0,1,0,1,0,0,983,3,1.0,0,297.0,0.1979046888699038,36493,0,1,14692.0,1,,565.0,0.008138547118625489,1,Poor,561-570,Low (10-30%),Target (<36%),<1%,High (10K–15K),501-1000,1
1,22,0,0,0,0,0,1,0,0,1,0,0,0,2287,3,1.0,0,88.0,0.0,34715,0,1,15766.0,0,,,0.002534927264871093,1,,,Very Low (<10%),Target (<36%),<1%,Very High (>15K),2001-2500,0
1,19,0,0,1,0,0,0,0,0,1,1,0,1,1997,1,2.0,1,639.2,0.6067083723767055,43161,0,0,0.0,0,,,0.01480966613377818,1,,,High (60-100%),Target (<36%),1–3%,No debt,1501-2000,0
0,21,0,0,0,0,0,1,1,0,1,0,0,0,1323,0,0.0,1,843.2,0.2248840045429281,26723,0,1,3973.2,0,,551.0,0.03155334356172586,1,Poor,551-560,Low (10-30%),Target (<36%),3–5%,Low (1K–5K),1001-1500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2576,1,1.0,1,1404.0,0.4184471743541801,18745,0,0,0.0,0,,,0.07489997332622032,1,,,Moderate (30-60%),Target (<36%),7–10%,No debt,>2500,0
0,23,0,0,0,0,0,0,0,1,0,0,0,1,2369,1,1.0,0,761.0,0.1100642776071868,30838,0,1,10608.0,0,,561.0,0.02467734613139633,1,Poor,561-570,Low (10-30%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
1,19,0,0,0,0,0,0,1,0,1,0,1,0,980,2,1.0,0,624.0,0.4368817683714459,37388,0,1,6750.799999999999,0,,,0.016689847009735744,1,,,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),501-1000,0
1,18,0,0,1,0,0,0,0,1,0,0,0,1,555,2,2.0,0,464.0,0.4882120500863495,20433,0,1,13893.6,0,,,0.02270836392110801,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),501-1000,0
1,22,0,0,0,0,0,1,1,1,1,1,0,0,2724,0,1.0,0,856.0,0.2415921350634693,51843,1,0,0.0,1,,,0.01651139015874853,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,1
0,18,0,0,1,0,0,0,0,1,0,0,0,1,1997,0,0.0,1,240.0,0.0743625550675135,27020,1,0,0.0,1,,504.0,0.008882309400444115,1,Poor,501-510,Very Low (<10%),Target (<36%),<1%,No debt,1501-2000,1
1,23,0,0,1,0,0,1,0,1,1,0,0,1,2605,0,2.0,0,574.0,0.0,21478,0,0,0.0,1,,,0.026725020951671476,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,1
0,19,0,0,0,0,0,0,1,0,0,0,0,0,1027,0,1.0,0,791.2,0.2576142559751858,18631,0,0,0.0,0,,620.0,0.04246685631474425,1,Fair,611-620,Low (10-30%),Target (<36%),3–5%,No debt,1001-1500,0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,2934,2,2.0,1,1180.0,0.4670727706870257,45128,0,0,0.0,0,,637.0,0.026147846126573303,1,Fair,631-640,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
1,22,0,0,0,0,0,0,0,0,1,0,0,0,2513,3,0.0,0,654.0,0.203906700275829,47016,1,1,16235.0,0,,,0.013910158244002041,1,,,Low (10-30%),Target (<36%),1–3%,Very High (>15K),>2500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,93,0,1.0,0,548.0,0.3005198590212087,27024,1,0,0.0,0,,569.0,0.020278271166370633,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,351,3,2.0,0,768.8000000000001,0.3600331401782736,47081,1,1,17140.899999999998,0,,,0.01632930481510588,1,,,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),<500,0
1,18,0,0,1,0,0,0,0,1,0,1,0,0,909,0,2.0,0,655.2,0.4495667194723682,41564,0,0,0.0,0,,,0.01576364161293427,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,23,0,0,1,0,0,0,0,1,0,0,1,0,1917,1,2.0,0,832.0,0.3487879202996121,47424,0,0,0.0,1,,510.0,0.017543859649122806,1,Poor,501-510,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,1
0,20,0,0,1,0,0,0,1,1,0,1,0,0,2286,2,0.0,0,612.0,0.0,25062,0,1,8553.3,1,,581.0,0.02441943978932248,1,Fair,581-590,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,1
0,25,0,0,0,0,0,0,0,1,0,0,0,1,965,0,2.0,0,847.0,0.3514835020717538,22617,1,0,0.0,1,,513.0,0.03744970597338285,1,Poor,511-520,Moderate (30-60%),Target (<36%),3–5%,No debt,501-1000,1
1,21,0,0,0,0,0,0,1,0,0,0,0,0,156,3,0.0,1,76.0,0.3713765922795996,31891,0,0,0.0,0,,,0.0023831174939638144,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,672,2,1.0,0,97.0,0.3367536979202367,44012,0,0,0.0,0,,664.0,0.0022039443788057804,1,Fair,661-670,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
0,18,0,0,0,0,0,1,0,1,0,0,1,0,2521,1,2.0,1,632.0,0.1066191651212438,39534,1,1,9924.6,1,,651.0,0.015986239692416655,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),>2500,1
0,24,0,0,0,0,0,0,1,0,0,0,0,0,1708,3,3.0,0,844.0,0.3474340981447175,18635,0,0,0.0,0,,590.0,0.04529111886235578,1,Fair,581-590,Moderate (30-60%),Target (<36%),3–5%,No debt,1501-2000,0
1,19,0,0,0,0,0,1,0,0,0,0,0,0,2212,3,2.0,0,6.4,0.2598774007610953,42700,0,1,3405.5,0,,,0.00014988290398126465,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),2001-2500,0
0,22,0,0,0,0,0,1,0,0,1,0,0,1,2641,3,1.0,0,978.0,0.2729798153979519,40058,0,0,0.0,0,,596.0,0.024414598831694043,1,Fair,591-600,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
1,18,0,0,0,0,0,1,0,0,0,0,1,1,2271,2,2.0,1,223.2,0.1347155192930156,22667,0,1,12250.0,0,,,0.009846914015970354,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),2001-2500,0
1,19,0,0,0,0,0,1,0,0,0,0,1,0,1892,0,1.0,0,375.2000000000001,0.4251325152474883,19314,0,0,0.0,0,,,0.019426322874598743,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,1359,3,2.0,0,623.0,0.2725741935993901,40871,0,1,10766.0,0,,,0.015243081891805926,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0.0,0,200.8,0.3151051178865426,36095,0,1,6275.5,0,,650.0,0.005563097381908852,1,Fair,641-650,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,23,0,0,0,0,0,0,0,1,0,0,0,0,1351,1,0.0,0,185.0,0.1222792986130812,26787,0,0,0.0,1,,555.0,0.006906335162578863,1,Poor,551-560,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,1
1,19,0,0,0,0,0,1,0,0,0,0,0,0,1462,1,2.0,0,591.2,0.4345687579549928,29924,1,1,15242.499999999998,0,,,0.019756717016441654,1,,,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),1001-1500,0
0,23,0,0,0,0,0,0,1,0,0,0,0,0,84,2,1.0,0,758.0,0.101144439904544,49720,0,0,0.0,0,,605.0,0.015245374094931617,1,Fair,601-610,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,25,0,0,1,0,0,0,0,1,0,1,0,0,1151,2,2.0,0,854.0,0.2919225444203466,32367,0,0,0.0,1,,,0.02638489819878271,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,1
0,21,0,0,1,0,0,0,0,1,0,0,0,0,957,3,3.0,0,580.8000000000001,0.0922757783520594,48666,0,1,5758.2,0,,652.0,0.011934410060411788,1,Fair,651-660,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),501-1000,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2039,2,0.0,0,853.0,0.1,45228,0,0,0.0,0,,525.0,0.018859998231184224,1,Poor,521-530,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,1469,1,1.0,0,148.0,0.1407316656892802,18761,1,1,12478.2,0,,668.0,0.007888705292894834,1,Fair,661-670,Low (10-30%),Target (<36%),<1%,High (10K–15K),1001-1500,0
0,18,0,0,0,0,0,0,1,0,0,0,0,0,896,2,0.0,1,1023.2,0.41837496472786,20796,0,0,0.0,0,,623.0,0.04920176957107136,1,Fair,621-630,Moderate (30-60%),Target (<36%),3–5%,No debt,501-1000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1352,3,1.0,0,680.8000000000001,0.3012068433393711,25272,0,1,2090.2,0,,,0.026938904716682498,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),1001-1500,0
0,22,0,0,0,0,0,1,1,1,0,1,0,0,2861,2,2.0,0,269.0,0.0,44988,1,0,0.0,0,,571.0,0.005979372277051658,1,Poor,571-580,Very Low (<10%),Target (<36%),<1%,No debt,>2500,0
0,21,0,0,1,0,0,0,0,1,0,0,0,0,497,0,1.0,0,442.4,0.2921129025683994,41502,1,0,0.0,0,,519.0,0.010659727242060622,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,1,2611,1,1.0,0,484.0,0.1785821217430159,26000,0,0,0.0,0,,,0.018615384615384617,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
1,19,0,0,0,0,0,0,0,0,0,0,1,1,1597,2,2.0,0,330.40000000000003,0.3232187088528501,49571,0,1,16942.1,0,,,0.006665187307094875,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),1501-2000,0
0,22,0,0,0,0,0,1,0,1,0,0,0,0,940,2,0.0,0,812.0,0.2847011206459291,38229,0,1,22133.0,1,,533.0,0.021240419576761097,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,Very High (>15K),501-1000,1
0,22,0,0,0,0,0,0,0,0,0,0,0,1,1721,3,2.0,0,30.0,0.3522554203209507,35626,0,1,21715.0,0,,678.0,0.0008420816257789255,1,Good,671-680,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),1501-2000,0
0,20,0,0,0,0,0,0,0,0,1,1,0,0,1326,3,3.0,0,728.8000000000001,0.5562930415992161,47986,0,1,11141.2,1,,511.0,0.015187763097570126,1,Poor,511-520,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1001-1500,1
0,25,0,0,0,0,0,0,0,0,0,0,1,1,1093,1,1.0,0,590.0,0.332411533129529,29039,0,0,0.0,0,,641.0,0.020317504046282586,1,Fair,641-650,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
1,20,0,0,0,0,0,0,0,1,0,1,1,1,2736,1,2.0,0,479.2000000000001,0.0232068708005193,35920,1,1,9825.9,0,,,0.013340757238307353,1,,,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
0,21,0,0,0,0,0,1,1,0,0,0,0,1,440,3,2.0,0,490.4,0.13639171571408,34097,0,0,0.0,0,,649.0,0.014382496993870428,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,18,0,0,0,0,0,0,1,1,0,0,0,0,2468,0,2.0,0,516.8000000000001,0.0328280490877075,52489,1,0,0.0,0,,,0.009845872468517215,1,,,Very Low (<10%),Target (<36%),<1%,No debt,2001-2500,0
1,20,0,0,0,0,0,0,1,0,0,0,0,0,316,1,2.0,0,304.8,0.3184938156183854,28476,1,1,3245.9,0,,,0.010703750526759377,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),<500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2404,2,2.0,0,298.40000000000003,0.2199461663890367,45256,1,0,0.0,0,,,0.006593600848506276,1,,,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,23,0,0,0,0,0,0,1,0,0,0,0,0,196,3,2.0,1,1549.0,0.0003460654559736,45951,0,0,0.0,0,,,0.03370982133141825,1,,,Very Low (<10%),Target (<36%),3–5%,No debt,<500,0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,1802,2,0.0,0,146.4,0.3393090935599857,47270,1,1,12667.2,0,,571.0,0.003097101755870531,1,Poor,571-580,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),1501-2000,0
1,24,0,0,1,0,0,0,0,1,1,1,1,1,1674,3,2.0,0,985.0,0.1,39750,0,0,0.0,0,,,0.024779874213836477,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,24,0,0,0,0,0,1,1,0,0,0,0,1,1969,1,2.0,1,555.0,0.3028777517651349,33474,0,0,0.0,0,,,0.016580032263846568,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
0,25,0,0,1,0,0,0,1,1,0,0,0,0,1661,0,1.0,0,156.0,0.4936295998796094,38653,0,0,0.0,1,,542.0,0.004035909243784441,1,Poor,541-550,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,1
